0		0	2
2		0	2
3		0	2
5		0	2
8		0	2
9		0	2
11		0	2
12		0	2
13		0	2
15		0	2
17		0	2
18		0	2
20		0	2
22		0	2
23		0	2
24		0	2
29		0	2
30		0	2
31		0	2
32		0	2
33		0	2
34		0	2
35		0	2
37		0	2
38		0	2
40		0	2
42		0	2
44		0	2
46		0	2
48		0	2
49		0	2
50		0	2
52		0	2
54		0	2
55		0	2
56		0	2
57		0	2
60		0	2
63		0	2
66		0	2
67		0	2
68		0	2
69		0	2
70		0	2
71		0	2
72		0	2
74		0	2
76		0	2
81		0	2
83		0	2
84		0	2
85		0	2
86		0	2
88		0	2
89		0	2
91		0	2
92		0	2
94		0	2
95		0	2
96		0	2
97		0	2
98		0	2
99		0	2
101		0	2
104		0	2
106		0	2
107		0	2
108		0	2
110		0	2
112		0	2
115		0	2
117		0	2
118		0	2
120		0	2
121		0	2
123		0	2
124		0	2
125		0	2
127		0	2
128		0	2
129		0	2
130		0	2
132		0	2
133		0	2
134		0	2
136		0	2
138		0	2
140		0	2
141		0	2
142		0	2
143		0	2
145		0	2
146		0	2
147		0	2
149		0	2
150		0	2
151		0	2
153		0	2
154		0	2
157		0	2
158		0	2
159		0	2
162		0	2
164		0	2
166		0	2
167		0	2
170		0	2
171		0	2
175		0	2
177		0	2
179		0	2
180		0	2
182		0	2
183		0	2
184		0	2
185		0	2
186		0	2
187		0	2
188		0	2
190		0	2
192		0	2
194		0	2
197		0	2
198		0	2
199		0	2
201		0	2
202		0	2
203		0	2
204		0	2
205		0	2
207		0	2
208		0	2
212		0	2
213		0	2
215		0	2
217		0	2
218		0	2
219		0	2
220		0	2
222		0	2
223		0	2
225		0	2
227		0	2
230		0	2
231		0	2
232		0	2
233		0	2
234		0	2
235		0	2
236		0	2
237		0	2
238		0	2
239		0	2
243		0	2
244		0	2
245		0	2
247		0	2
248		0	2
249		0	2
251		0	2
252		0	2
253		0	2
255		0	2
256		0	2
257		0	2
260		0	2
261		0	2
262		0	2
263		0	2
264		0	2
266		0	2
267		0	2
268		0	2
269		0	2
271		0	2
273		0	2
274		0	2
276		0	2
277		0	2
279		0	2
280		0	2
282		0	2
285		0	2
287		0	2
288		0	2
289		0	2
290		0	2
291		0	2
292		0	2
293		0	2
294		0	2
297		0	2
298		0	2
299		0	2
300		0	2
302		0	2
303		0	2
305		0	2
306		0	2
307		0	2
312		0	2
315		0	2
316		0	2
318		0	2
319		0	2
320		0	2
322		0	2
323		0	2
324		0	2
325		0	2
326		0	2
327		0	2
328		0	2
329		0	2
330		0	2
332		0	2
334		0	2
335		0	2
336		0	2
338		0	2
339		0	2
340		0	2
342		0	2
343		0	2
345		0	2
347		0	2
348		0	2
349		0	2
350		0	2
351		0	2
352		0	2
354		0	2
358		0	2
359		0	2
361		0	2
362		0	2
363		0	2
364		0	2
365		0	2
367		0	2
368		0	2
370		0	2
373		0	2
374		0	2
375		0	2
376		0	2
377		0	2
378		0	2
379		0	2
380		0	2
381		0	2
382		0	2
383		0	2
384		0	2
385		0	2
387		0	2
390		0	2
392		0	2
393		0	2
394		0	2
395		0	2
397		0	2
398		0	2
399		0	2
400		0	2
401		0	2
402		0	2
403		0	2
405		0	2
406		0	2
407		0	2
408		0	2
409		0	2
411		0	2
412		0	2
414		0	2
415		0	2
416		0	2
418		0	2
421		0	2
422		0	2
423		0	2
424		0	2
425		0	2
426		0	2
427		0	2
429		0	2
430		0	2
431		0	2
432		0	2
434		0	2
435		0	2
436		0	2
437		0	2
438		0	2
439		0	2
440		0	2
442		0	2
443		0	2
444		0	2
448		0	2
449		0	2
450		0	2
451		0	2
452		0	2
453		0	2
454		0	2
457		0	2
458		0	2
459		0	2
460		0	2
463		0	2
464		0	2
465		0	2
466		0	2
468		0	2
470		0	2
472		0	2
474		0	2
475		0	2
476		0	2
478		0	2
479		0	2
480		0	2
483		0	2
484		0	2
486		0	2
488		0	2
489		0	2
490		0	2
491		0	2
492		0	2
493		0	2
495		0	2
497		0	2
498		0	2
500		0	2
501		0	2
