0		0	3
1		0	3
2		0	3
7		0	1,3
8		0	3
10		0	3
13		0	3
14		0	3
15		0	3
16		0	3
17		0	3
19		0	3
21		0	3
22		0	3
25		0	3
26		0	3
27		0	3
28		0	3
30		0	3
31		0	1,3
34		0	3
35		0	3
36		0	3
37		0	3
39		0	3
40		0	3
42		0	3
43		0	3
44		0	3
45		0	3
46		0	3
48		0	3
51		0	3
52		0	3
53		0	3
54		0	3
56		0	3
57		0	3
60		0	3
61		0	3
62		0	3
66		0	3
67		0	3
68		0	3
69		0	3
71		0	3
73		0	3
75		0	3
77		0	3
79		0	3
80		0	3
81		0	3
82		0	3
83		0	3
85		0	3
86		0	3
88		0	3
90		0	3
95		0	3
96		0	3
97		0	3
98		0	3
100		0	3
101		0	3
104		0	3
105		0	3
108		0	3
111		0	3
112		0	3
113		0	3
117		0	3
118		0	3
119		0	3
120		0	3
121		0	3
122		0	3
123		0	3
125		0	3
126		0	3
127		0	3
129		0	3
131		0	3
133		0	3
136		0	3
138		0	3
139		0	3
140		0	3
141		0	3
142		0	3
148		0	3
152		0	3
154		0	3
155		0	3
157		0	3
160		0	3
161		0	1,3
162		0	3
163		0	3
165		0	3
166		0	3
169		0	3
170		0	3
171		0	3
172		0	3
173		0	3
174		0	3
176		0	3
178		0	3
179		0	3
180		0	3
181		0	1,3
184		0	3
185		0	3
188		0	1,3
190		0	3
191		0	3
192		0	3
193		0	3
195		0	3
196		0	3
197		0	1,3
198		0	3
199		0	3
200		0	3
202		0	3
203		0	3
204		0	3
207		0	3
208		0	3
209		0	3
210		0	3
211		0	3
212		0	3
213		0	3
216		0	3
217		0	3
219		0	3
220		0	3
221		0	3
223		0	3
224		0	3
229		0	3
231		0	3
233		0	3
234		0	3
235		0	3
236		0	3
237		0	3
238		0	3
239		0	3
240		0	3
241		0	2,3
242		0	3
243		0	3
244		0	3
245		0	3
246		0	3
247		0	3
248		0	3
252		0	3
253		0	3
255		0	3
256		0	3
257		0	3
259		0	3
260		0	3
263		0	3
264		0	3
265		0	2,3
266		0	3
269		0	3
270		0	3
271		0	3
272		0	3
273		0	3
276		0	3
277		0	1,2,4
278		0	3
280		0	3
282		0	3
284		0	3
285		0	3
286		0	3
288		0	3
290		0	3
291		0	3
292		0	3
293		0	3
295		0	3
296		0	3
297		0	3
298		0	3
299		0	3
300		0	3
303		0	3
304		0	3
305		0	3
306		0	3
307		0	3
308		0	3
310		0	3
311		0	3
312		0	3
316		0	3
317		0	3
318		0	3
319		0	3
320		0	3
321		0	3
322		0	3
323		0	3
324		0	3
325		0	3
326		0	3
327		0	3
328		0	3
329		0	3
330		0	3
333		0	3
334		0	3
335		0	3
336		0	3
337		0	3
338		0	3
339		0	3
340		0	3
341		0	3
343		0	3
345		0	3
346		0	3
347		0	3
348		0	3
350		0	3
353		0	3
354		0	3
355		0	3
356		0	3
357		0	3
361		0	3
363		0	3
364		0	3
365		0	3
367		0	3
371		0	3
372		0	3
373		0	3
375		0	3
377		0	3
378		0	3
380		0	3
381		0	3
382		0	3
383		0	3
384		0	3
385		0	3
386		0	3
387		0	3
389		0	3
391		0	3
393		0	3
395		0	3
396		0	3
398		0	3
400		0	3
401		0	3
402		0	3
403		0	3
404		0	3
405		0	3
406		0	3
409		0	3
412		0	3
413		0	3
414		0	3
416		0	3
417		0	3
418		0	3
419		0	3
422		0	3
423		0	3
426		0	3
428		0	3
429		0	3
430		0	3
432		0	3
433		0	3
434		0	3
435		0	3
436		0	3
437		0	3
438		0	3
439		0	3
441		0	3
442		0	3
443		0	3
444		0	3
445		0	3
446		0	3
447		0	3
449		0	1,3
450		0	3
451		0	3
452		0	3
454		0	3
456		0	3
457		0	3
458		0	3
459		0	3
460		0	3
461		0	3
462		0	3
463		0	3
465		0	3
466		0	3
467		0	3
468		0	3
470		0	3
472		0	3
473		0	3
476		0	3
477		0	3
478		0	3
480		0	3
481		0	3
482		0	3
483		0	3
485		0	3
487		0	3
488		0	3
491		0	2,3
492		0	3
495		0	3
496		0	3
497		0	3
499		0	2,3
500		0	3
501		0	3
503		0	3
504		0	3
505		0	3
506		0	3
509		0	3
510		0	3
512		0	3
513		0	3
517		0	3
519		0	3
520		0	3
521		0	3
522		0	3
523		0	3
524		0	3
526		0	3
527		0	3
530		0	3
531		0	3
532		0	3
534		0	3
535		0	3
536		0	3
537		0	3
538		0	3
539		0	3
541		0	3
542		0	3
544		0	3
546		0	3
547		0	3
548		0	3
549		0	3
550		0	3
552		0	3
555		0	3
556		0	3
559		0	3
560		0	3
562		0	3
563		0	3
567		0	3
568		0	3
569		0	3
570		0	3
571		0	3
573		0	3
574		0	3
575		0	3
576		0	3
579		0	3
581		0	3
583		0	3
584		0	3
585		0	3
586		0	3
587		0	3
588		0	3
589		0	3
590		0	3
591		0	3
592		0	3
593		0	3
594		0	3
595		0	3
596		0	3
597		0	3
598		0	3
601		0	3
602		0	3
605		0	3
606		0	3
608		0	3
609		0	3
611		0	3
612		0	3
613		0	3
614		0	3
617		0	3
618		0	3
620		0	3
621		0	3
623		0	3
624		0	3
625		0	3
626		0	3
627		0	3
628		0	3
630		0	2,3
631		0	3
632		0	3
633		0	3
635		0	3
636		0	3
638		0	3
639		0	3
640		0	3
641		0	3
643		0	3
644		0	3
646		0	3
647		0	3
649		0	3
652		0	3
653		0	3
654		0	3
655		0	3
656		0	3
659		0	3
660		0	3
661		0	3
662		0	3
663		0	3
667		0	3
668		0	3
669		0	3
670		0	3
671		0	3
672		0	3
673		0	3
674		0	3
675		0	3
676		0	3
678		0	3
679		0	3
681		0	3
682		0	3
683		0	3
684		0	3
685		0	3
686		0	3
689		0	3
690		0	2,3
691		0	3
692		0	3
693		0	2,3,4
694		0	3
696		0	3
697		0	3
698		0	3
699		0	3
700		0	3
702		0	3
704		0	3
706		0	3
707		0	3
710		0	3
711		0	3
712		0	3
714		0	3
716		0	3
718		0	3
719		0	3
720		0	3
721		0	3
722		0	3
724		0	3
725		0	3
727		0	3
728		0	3
729		0	3
733		0	3
735		0	3
736		0	3
737		0	3
738		0	3
739		0	3
740		0	3
741		0	3
744		0	3
746		0	3
747		0	3
748		0	3
749		0	3
751		0	3
754		0	3
756		0	3
758		0	3
759		0	3
762		0	3
763		0	3
764		0	3
765		0	3
770		0	3
771		0	3
773		0	3
775		0	3
777		0	3
778		0	3
780		0	3
781		0	3
782		0	3
785		0	3
786		0	3
787		0	3
788		0	3
790		0	3
791		0	3
792		0	3
793		0	3
795		0	3
796		0	3
797		0	3
799		0	3
800		0	3
801		0	3
802		0	3
804		0	3
806		0	3
809		0	3
810		0	3
812		0	3
816		0	3
817		0	3
818		0	3
821		0	3
823		0	3
824		0	3
825		0	3
826		0	3
827		0	3
828		0	3
830		0	3
831		0	3
832		0	3
833		0	3
834		0	3
835		0	3
836		0	3
837		0	3
839		0	3
840		0	3
843		0	3
845		0	3
846		0	3
847		0	3
848		0	3
850		0	3
851		0	3
852		0	1,3
853		0	3
854		0	3
855		0	3
856		0	3
857		0	3
858		0	3
861		0	3
862		0	3
863		0	3
864		0	3
866		0	3
869		0	1,3
871		0	3
874		0	3
876		0	3
878		0	3
879		0	3
880		0	3
881		0	3
882		0	3
883		0	3
884		0	3
885		0	3
886		0	3
887		0	3
888		0	3
889		0	3
890		0	3
892		0	3
894		0	3
895		0	3
900		0	3
901		0	2,3
902		0	3
903		0	3
904		0	2,3
906		0	3
907		0	3
909		0	3
910		0	3
911		0	3
912		0	3
914		0	3
916		0	3
918		0	3
919		0	3
922		0	3
924		0	3
926		0	3
928		0	3
929		0	3
930		0	3
931		0	3
932		0	3
933		0	3
934		0	3
935		0	3
936		0	3
938		0	3
939		0	3
942		0	3
943		0	3
944		0	3
946		0	3
948		0	3
949		0	3
951		0	3
952		0	3
953		0	3
954		0	3
956		0	3
957		0	3
958		0	3
959		0	3
962		0	3
963		0	3
964		0	3
967		0	3
968		0	3
970		0	3
972		0	3
973		0	3
974		0	3
976		0	3
977		0	3
978		0	3
979		0	3
981		0	3
984		0	2,3
986		0	3
987		0	3
988		0	3
989		0	3,4
991		0	3
992		0	3
994		0	3
995		0	3
996		0	3
999		0	3
1002		0	3
1004		0	3
1005		0	3
1007		0	3
1008		0	3
1009		0	3
1010		0	3
1011		0	3
1012		0	3
1015		0	3
1016		0	3
1017		0	3
1019		0	3
1020		0	3
1021		0	3
1023		0	3
1024		0	3
1025		0	3
1026		0	3
1028		0	3
1029		0	3
1030		0	3
1032		0	3
1033		0	3
1035		0	3
1037		0	3
1040		0	3
1041		0	3
1043		0	2,3
1044		0	3
1045		0	3
1046		0	3
1047		0	3
1048		0	3
1050		0	3
1051		0	3
1052		0	3
1053		0	3
1054		0	3
1055		0	2,3
1056		0	3
1057		0	3
1058		0	3
